31.55588851	0.00000000	0.48612813	0.97464610	1.04326200	0.93363672	0.82514187	0.71638259	0.60817457	0.50361498	0.25793691	-0.07263735	-0.40231377	-0.61862021	-0.78665341	-0.95450580	-1.12941239	-1.30783826	-1.48907346	-1.67174291	-1.85436053	-2.03691049	-1.92709739	-1.26503864	-0.59974475	0.06673197	0.73406617	1.05663998	0.85681048	0.42954265	0.00000000
31.55588754	0.00000000	0.48614405	0.97464463	1.04326835	0.93418892	0.82499808	0.71644992	0.60817690	0.50361322	0.25794414	-0.07222289	-0.40230826	-0.61863768	-0.78661255	-0.95453619	-1.12926621	-1.30777738	-1.48881550	-1.67155965	-1.85460905	-2.03691477	-1.92709510	-1.26444686	-0.59922885	0.06639777	0.73411086	1.05662549	0.85681693	0.42955562	0.00000000
31.55588599	0.00000000	0.48610798	0.97464612	1.04326596	0.93439762	0.82502421	0.71640747	0.60816968	0.50361027	0.25794760	-0.07225833	-0.40230917	-0.61862978	-0.78658071	-0.95457990	-1.12926054	-1.30778838	-1.48879444	-1.67160993	-1.85454841	-2.03691393	-1.92709623	-1.26410024	-0.59898211	0.06741230	0.73411503	1.05662495	0.85682020	0.42953228	0.00000000
31.55588484	0.00000000	0.48616474	0.97464608	1.04326769	0.93430798	0.82503708	0.71640956	0.60817101	0.50361145	0.25794797	-0.07231750	-0.40230938	-0.61862889	-0.78664804	-0.95460382	-1.12925024	-1.30780604	-1.48878875	-1.67163214	-1.85453702	-2.03691395	-1.92709611	-1.26339716	-0.59895489	0.06768492	0.73411651	1.05661618	0.85682019	0.42953227	0.00000000
31.55588380	0.00000000	0.48633572	0.97464466	1.04327254	0.93439635	0.82502432	0.71644413	0.60816814	0.50361144	0.25794700	-0.07232691	-0.40230945	-0.61862762	-0.78662249	-0.95464558	-1.12926099	-1.30780641	-1.48882655	-1.67180321	-1.85454340	-2.03691413	-1.92709613	-1.26340112	-0.59872546	0.06773249	0.73411316	1.05661699	0.85682035	0.42953358	0.00000000
31.55588318	0.00000000	0.48633353	0.97464465	1.04327268	0.93447927	0.82500624	0.71644564	0.60816763	0.50361139	0.25794735	-0.07231964	-0.40230891	-0.61862760	-0.78662107	-0.95464391	-1.12927169	-1.30780125	-1.48882212	-1.67182721	-1.85446475	-2.03691430	-1.92709607	-1.26316963	-0.59815957	0.06778450	0.73411286	1.05661719	0.85682084	0.42953643	0.00000000
31.55588305	0.00000000	0.48634577	0.97464471	1.04327269	0.93445357	0.82501209	0.71644577	0.60816708	0.50361138	0.25794759	-0.07230615	-0.40230891	-0.61862759	-0.78662091	-0.95464325	-1.12927340	-1.30780548	-1.48882310	-1.67182085	-1.85446438	-2.03691435	-1.92709578	-1.26315410	-0.59816126	0.06779864	0.73411349	1.05661710	0.85682105	0.42953595	0.00000000
31.55588292	0.00000000	0.48634094	0.97464465	1.04327270	0.93444335	0.82502092	0.71644700	0.60816702	0.50361137	0.25794755	-0.07231966	-0.40230893	-0.61862759	-0.78662120	-0.95464289	-1.12927419	-1.30780480	-1.48882237	-1.67181259	-1.85446136	-2.03691423	-1.92709557	-1.26305145	-0.59815940	0.06779921	0.73411337	1.05661740	0.85682144	0.42953796	0.00000000
31.55588276	0.00000000	0.48637611	0.97464461	1.04327277	0.93428070	0.82499411	0.71644583	0.60816812	0.50361137	0.25794743	-0.07224945	-0.40230901	-0.61862759	-0.78662234	-0.95464243	-1.12927395	-1.30782103	-1.48882371	-1.67181019	-1.85446759	-2.03691422	-1.92709524	-1.26291836	-0.59818969	0.06780241	0.73411358	1.05661786	0.85681973	0.42953725	0.00000000
31.55588261	0.00000000	0.48634184	0.97464473	1.04327270	0.93432795	0.82501386	0.71644654	0.60816748	0.50361137	0.25794751	-0.07227257	-0.40230899	-0.61862759	-0.78662046	-0.95464311	-1.12927339	-1.30780892	-1.48882289	-1.67180846	-1.85446592	-2.03691424	-1.92709523	-1.26287911	-0.59817518	0.06779170	0.73411315	1.05661794	0.85682360	0.42953939	0.00000000
31.55588007	0.00000000	0.48647050	0.97464271	1.04327627	0.93407316	0.82526052	0.71636741	0.60817666	0.50361626	0.25793698	-0.07222395	-0.40231017	-0.61863624	-0.78652362	-0.95467098	-1.12922580	-1.30858016	-1.48886672	-1.67199221	-1.85505741	-2.03693770	-1.92708268	-1.26275589	-0.59805811	0.06828493	0.73418809	1.05659733	0.85683731	0.42952183	0.00000000
31.55587764	0.00000000	0.48653716	0.97464341	1.04327902	0.93382361	0.82529678	0.71630082	0.60817504	0.50361716	0.25793043	-0.07226530	-0.40231232	-0.61864468	-0.78649430	-0.95468064	-1.12919896	-1.30846991	-1.48891031	-1.67210999	-1.85485298	-2.03700024	-1.92705462	-1.26274251	-0.59806661	0.06807698	0.73415657	1.05660344	0.85684986	0.42950966	0.00000000
31.55586950	0.00000000	0.48662105	0.97464277	1.04327747	0.93374660	0.82548277	0.71653959	0.60816934	0.50362026	0.25792004	-0.07223622	-0.40230847	-0.61864429	-0.78640154	-0.95471062	-1.12914615	-1.30834469	-1.48898649	-1.67215538	-1.85487393	-2.03714510	-1.92698903	-1.26163976	-0.59735656	0.06801862	0.73418493	1.05660791	0.85683316	0.42951613	0.00000000
31.55586419	0.00000000	0.48630089	0.97464218	1.04327654	0.93442294	0.82528096	0.71642504	0.60817200	0.50362112	0.25792392	-0.07221403	-0.40231083	-0.61862694	-0.78590934	-0.95471866	-1.12906391	-1.30867774	-1.48899106	-1.67204190	-1.85461161	-2.03718897	-1.92695685	-1.26087979	-0.59637572	0.06794734	0.73413760	1.05660612	0.85684484	0.42954746	0.00000000
31.55573383	0.00000000	0.48585814	0.97463535	1.04328986	0.93744991	0.82700659	0.71656179	0.60815475	0.50359801	0.25794312	-0.07237206	-0.40230750	-0.61868711	-0.78596375	-0.95534697	-1.12855566	-1.31011524	-1.48967508	-1.67367322	-1.85581664	-2.04020071	-1.92556918	-1.26051971	-0.59540698	0.07290158	0.73464785	1.05661130	0.85685730	0.42948950	0.00000000
31.55542689	0.00000000	0.48510485	0.97464124	1.04329562	0.93606083	0.82543323	0.71730010	0.60810927	0.50343402	0.25784665	-0.07390639	-0.40229864	-0.61862008	-0.78522941	-0.95570319	-1.12805937	-1.31281210	-1.48989065	-1.67863973	-1.85884758	-2.05017702	-1.92062825	-1.25560548	-0.58826685	0.07056385	0.73483887	1.05679307	0.85675162	0.42939577	0.00000000
31.55528092	0.00000000	0.48658818	0.97463417	1.04328732	0.93428124	0.82697225	0.71672280	0.60818110	0.50353131	0.25785866	-0.07391991	-0.40229998	-0.61862316	-0.78539415	-0.95536812	-1.12824832	-1.31008476	-1.49562470	-1.67689013	-1.85937549	-2.05145309	-1.91983914	-1.25597325	-0.59043908	0.07486241	0.73490425	1.05661960	0.85679993	0.42915629	0.00000000
31.55518370	0.00000000	0.48658916	0.97464398	1.04330040	0.93488149	0.82802294	0.71734435	0.60820770	0.50359815	0.25814243	-0.07339818	-0.40230230	-0.61864072	-0.78494408	-0.95517939	-1.12851500	-1.31067163	-1.49406598	-1.68086534	-1.86599710	-2.05435721	-1.91840648	-1.25629604	-0.58986762	0.07399956	0.73495657	1.05664140	0.85683004	0.42905389	0.00000000
31.55514843	0.00000000	0.48484154	0.97464412	1.04331298	0.93650806	0.82835264	0.71653348	0.60825797	0.50359818	0.25825219	-0.07307964	-0.40230466	-0.61864204	-0.78495043	-0.95518371	-1.12856839	-1.31046460	-1.49439569	-1.68357216	-1.86990156	-2.05678781	-1.91719259	-1.25468689	-0.59052456	0.07378129	0.73495993	1.05664889	0.85680311	0.42861403	0.00000000
